Learning Rate	Loss	Acc. at 1	Acc. at 5	Time	
0.000100	1.671754	33.619999	87.070000	85.572386	
0.000100	1.586971	42.489998	92.119995	168.568920	
0.000100	1.793894	45.169998	93.209999	254.194020	
0.000100	1.341581	51.369999	94.540001	340.121715	
0.000100	1.212281	55.759998	95.059998	425.535129	
0.000100	1.000954	57.680000	96.029999	510.290980	
0.000100	1.083093	64.029999	97.229996	595.994603	
0.000100	1.006853	64.779999	96.720001	681.927652	
0.000100	1.113972	68.339996	97.820000	766.625543	
0.000100	0.457836	75.119995	98.449997	851.950665	
0.000100	0.416774	75.860001	98.619995	937.670874	
0.000100	0.524269	75.860001	98.659996	1023.340398	
0.000100	0.430633	80.169998	98.979996	1108.805667	
0.000100	0.277509	80.169998	98.979996	1193.966159	
0.000100	0.665059	81.299995	99.169998	1279.459060	
0.000100	0.365297	81.299995	99.320000	1365.414871	
0.000100	0.377123	81.869995	99.250000	1450.234725	
0.000100	0.477726	83.229996	99.329994	1534.695968	
0.000100	0.493008	84.320000	99.299995	1618.499740	
0.000100	0.326798	85.479996	99.470001	1703.614640	
0.000100	0.392984	86.110001	99.570000	1789.888355	
0.000100	0.329173	86.459999	99.540001	1874.649721	
0.000100	0.283659	86.729996	99.519997	1959.263829	
0.000100	0.166431	87.290001	99.540001	2045.058100	
0.000100	0.414242	87.290001	99.570000	2130.693029	
0.000100	0.197614	87.290001	99.519997	2216.498935	
0.000100	0.204213	87.419998	99.559998	2301.888174	
0.000100	0.186132	87.419998	99.629997	2387.154206	
0.000100	0.302183	87.939995	99.699997	2471.073242	
0.000100	0.387676	88.360001	99.669998	2556.111091	
0.000100	0.055806	89.930000	99.759995	2641.217204	
0.000100	0.336053	90.309998	99.779999	2725.315131	
0.000100	0.086704	90.309998	99.769997	2809.754894	
0.000100	0.065682	90.329994	99.769997	2896.802293	
0.000100	0.058958	90.329994	99.809998	2982.355039	
0.000100	0.093090	90.470001	99.809998	3069.745990	
0.000100	0.047678	90.570000	99.820000	3157.054543	
0.000100	0.075553	90.570000	99.809998	3245.264368	
0.000100	0.075883	90.570000	99.779999	3332.973728	
0.000100	0.049804	90.570000	99.829994	3419.960344	
0.000100	0.197952	90.659996	99.809998	3505.767756	
0.000100	0.105607	90.659996	99.839996	3590.167117	
0.000100	0.087480	90.659996	99.820000	3676.145036	
0.000100	0.046328	90.699997	99.799995	3762.453324	
0.000100	0.134155	90.699997	99.809998	3849.016063	
0.000100	0.227252	90.699997	99.809998	3936.087715	
0.000100	0.019461	90.699997	99.809998	4021.522482	
0.000100	0.062077	90.709999	99.790001	4107.680119	
0.000100	0.081927	90.709999	99.829994	4191.880170	
0.000100	0.091680	90.709999	99.820000	4277.091158	
0.000100	0.029459	90.799995	99.829994	4362.633432	
0.000100	0.087804	90.799995	99.779999	4447.969916	
0.000100	0.051410	90.799995	99.799995	4534.838355	
0.000100	0.104000	90.799995	99.790001	4619.835104	
0.000100	0.025822	90.799995	99.799995	4704.627254	
0.000100	0.031727	90.799995	99.790001	4789.550992	
0.000100	0.020617	90.799995	99.799995	4874.608922	
0.000100	0.056552	90.799995	99.809998	4959.283444	
0.000100	0.105392	90.799995	99.779999	5043.929624	
0.000100	0.224159	90.799995	99.739998	5128.999222	
0.000100	0.011164	90.849998	99.779999	5213.890061	
0.000100	0.009830	90.849998	99.769997	5297.838457	
0.000100	0.016233	90.849998	99.779999	5383.454930	
0.000100	0.014721	90.849998	99.809998	5467.549988	
0.000100	0.026158	90.849998	99.779999	5552.010910	
0.000100	0.062425	90.919998	99.809998	5636.472666	
0.000100	0.102566	90.919998	99.820000	5720.854731	
0.000100	0.091941	90.919998	99.809998	5806.030633	
0.000100	0.026217	90.919998	99.809998	5890.715633	
0.000100	0.019918	90.919998	99.769997	5976.127168	
0.000100	0.044482	90.919998	99.799995	6061.206809	
0.000100	0.135866	90.919998	99.790001	6145.274333	
0.000100	0.035751	90.919998	99.790001	6229.337638	
0.000100	0.079957	90.919998	99.790001	6314.116132	
0.000100	0.117902	90.919998	99.799995	6396.983986	
0.000100	0.031023	90.919998	99.790001	6481.467535	
0.000100	0.009802	90.919998	99.779999	6565.681255	
0.000100	0.013467	90.919998	99.809998	6649.299845	
0.000100	0.089198	90.919998	99.820000	6734.347944	
0.000100	0.033553	90.919998	99.799995	6817.890305	
0.000100	0.053714	90.919998	99.799995	6902.779813	
0.000100	0.048246	90.919998	99.799995	6986.321274	
0.000100	0.139774	90.919998	99.809998	7069.099027	
0.000100	0.009972	90.919998	99.779999	7151.515135	
0.000100	0.047053	90.919998	99.779999	7235.266508	
0.000100	0.102448	90.930000	99.779999	7317.680073	
0.000100	0.092676	90.930000	99.779999	7400.242568	
0.000100	0.049535	90.930000	99.779999	7483.463365	
0.000100	0.021113	90.930000	99.809998	7565.556358	
0.000100	0.066214	90.930000	99.790001	7648.312148	
0.000100	0.046743	90.930000	99.769997	7729.950105	
0.000100	0.127875	90.930000	99.799995	7813.610598	
0.000100	0.053049	90.930000	99.790001	7895.700106	
0.000100	0.036541	90.930000	99.779999	7978.813530	
0.000100	0.064817	90.930000	99.779999	8063.198505	
0.000100	0.055706	90.930000	99.769997	8145.687441	
0.000100	0.031118	90.930000	99.739998	8228.388781	
0.000100	0.085708	90.930000	99.790001	8310.345683	
0.000100	0.016289	90.930000	99.790001	8393.356555	
0.000100	0.032191	90.930000	99.759995	8476.725361	
