Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	2.012032	2.285021	12.033334	2.286499	11.790000	524.323167	
0.100000	1.798652	2.240096	28.476667	2.240483	28.040001	1040.445584	
0.100000	1.607729	2.174006	44.369999	2.173173	43.360001	1626.895598	
0.100000	1.471341	2.100713	53.595001	2.098894	53.139999	2161.203089	
0.100000	1.368972	2.015526	67.985001	2.012499	67.889999	2708.347305	
0.100000	1.293534	1.918355	76.071663	1.913898	75.860001	3256.935286	
0.100000	1.228398	1.814341	81.315002	1.808156	81.720001	3751.229644	
0.100000	1.172978	1.709564	83.964996	1.701693	84.419998	4246.333349	
0.100000	1.133385	1.604776	85.550003	1.595317	86.120003	4736.056408	
0.100000	1.092082	1.502029	86.886665	1.490938	87.510002	5225.442102	
