Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.973103	2.274494	21.228333	2.274556	20.530001	575.698678	
0.100000	1.714875	2.210449	32.380001	2.209742	32.070000	1100.728583	
0.100000	1.524370	2.129720	49.893333	2.127940	50.700001	1610.666707	
0.100000	1.402003	2.035413	63.636665	2.032313	64.669998	2200.589519	
0.100000	1.316392	1.931388	74.116669	1.926636	75.639999	2724.593936	
0.100000	1.242310	1.820777	79.688332	1.814264	81.220001	3219.757339	
0.100000	1.193225	1.705429	82.753334	1.696936	84.300003	3770.263988	
0.100000	1.133056	1.588385	84.629997	1.577823	86.059998	4275.292475	
0.100000	1.080638	1.464783	86.076668	1.452013	87.290001	4823.818883	
0.100000	1.037273	1.345988	86.976669	1.331190	88.169998	5331.745004	
