Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.979636	2.291409	9.276667	2.291240	9.400000	785.248479	
0.100000	1.873361	2.278113	10.730000	2.277718	10.730000	1584.366346	
0.100000	1.776674	2.263411	13.801666	2.262470	13.570000	2371.304142	
0.100000	1.699185	2.247166	19.311666	2.245685	18.990000	3298.819834	
0.100000	1.631624	2.229811	26.053333	2.227446	25.930000	4182.621822	
0.100000	1.569870	2.210771	32.291668	2.207470	32.660000	4954.529745	
0.100000	1.515897	2.192225	37.536667	2.187916	38.580002	5795.859808	
0.100000	1.482238	2.172692	41.918335	2.167559	43.599998	6746.165543	
0.100000	1.462756	2.149199	46.770000	2.143243	48.500000	7623.275423	
0.100000	1.429140	2.131486	48.466667	2.125040	50.630001	8483.378587	
