Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	2.006093	2.286366	11.736667	2.286423	11.680000	916.596286	
0.100000	1.804888	2.245689	21.930000	2.244909	21.150000	1710.216586	
0.100000	1.622345	2.194473	38.535000	2.192656	37.779999	2512.145034	
0.100000	1.511376	2.133400	55.279999	2.130171	54.660000	3327.696512	
0.100000	1.426725	2.063962	64.253334	2.059261	64.570000	4169.652738	
0.100000	1.346215	1.986086	71.856667	1.979666	72.129997	4976.900327	
0.100000	1.283937	1.903487	76.646667	1.895074	77.510002	5783.367504	
0.100000	1.236629	1.818612	80.416664	1.808204	81.389999	6616.277853	
0.100000	1.194685	1.726372	82.758331	1.714014	83.959999	7397.246464	
0.100000	1.150714	1.634138	84.238335	1.619863	85.360001	8179.950934	
