Learning Rate	Loss	Acc. at 1	Acc. at 5	Time	
0.100000	4.038219	11.780000	31.099998	415.221123
0.100000	4.626362	19.340000	44.500000	826.063975
0.100000	3.893996	23.240000	49.180000	1232.698476
0.100000	2.267005	30.580000	57.939999	1637.858215
0.100000	3.214844	33.059998	60.980000	2043.977370
0.100000	2.670573	37.700001	66.040001	2451.486229
0.100000	4.027020	39.840000	68.180000	2858.911589
0.100000	3.347665	43.980000	70.820000	3265.642164
0.100000	2.974743	46.539997	72.239998	3670.614330
0.100000	2.983253	48.099998	75.139999	4077.378659
0.100000	2.547257	51.119999	77.220001	4486.215840
0.100000	2.440796	52.660000	78.739998	4892.389719
0.100000	3.770729	54.559998	80.099998	5298.063158
0.100000	2.928499	54.559998	80.099998	5702.712808
0.100000	1.906611	56.559998	81.639999	6109.504430
0.100000	2.731136	59.059998	83.779999	6516.304829
0.100000	2.658032	59.639999	83.479996	6921.821255
0.100000	3.045589	61.299999	84.720001	7326.446214
0.100000	2.717693	63.480000	85.199997	7733.051925
0.100000	2.473929	64.119995	86.379997	8138.259022
0.100000	1.995680	64.639999	86.320000	8544.463833
0.100000	3.044076	65.500000	87.559998	8949.360729
0.100000	2.891067	66.299995	87.900002	9356.087207
0.100000	2.350819	67.220001	88.720001	9761.217516
0.100000	2.276879	68.659996	88.579994	10168.121328
0.100000	2.371954	69.040001	89.259995	10573.616650
0.100000	1.625073	69.459999	90.059998	10978.682542
0.100000	2.188488	71.139999	90.419998	11384.159606
0.100000	2.092456	72.400002	91.239998	11791.597295
0.100000	1.227311	72.559998	91.379997	12196.475565
0.100000	2.107723	80.040001	94.180000	12601.773682
0.100000	1.170207	81.299995	94.399994	13009.120274
0.100000	2.478091	82.119995	94.759995	13415.794592
0.100000	1.518223	82.779999	95.239998	13822.354496
0.100000	1.569050	83.900002	95.699997	14229.283166
0.100000	0.666063	84.079994	95.459999	14635.868871
0.100000	1.304291	84.479996	96.000000	15047.593894
0.100000	2.092412	84.639999	95.699997	15453.762890
0.100000	0.913240	85.419998	96.279999	15860.205513
0.100000	1.279929	85.379997	96.159996	16266.713518
0.100000	1.439808	86.000000	96.540001	16672.951396
0.100000	1.619623	86.159996	96.419998	17083.932930
0.100000	1.731645	86.559998	96.540001	17490.998023
0.100000	1.201843	87.299995	96.979996	17896.287555
0.100000	2.100040	87.139999	96.739998	18303.015287
0.100000	1.213925	87.579994	97.159996	18709.905840
0.100000	1.289377	88.000000	97.299995	19117.180342
0.100000	0.776828	88.639999	97.199997	19529.260977
0.100000	1.616765	89.099998	97.680000	19953.630448
0.100000	2.017620	89.159996	97.820000	20392.873166
0.100000	1.435493	89.159996	97.879997	20840.983356
0.100000	2.337874	89.619995	97.399994	21278.004067
0.100000	3.144784	90.099998	98.000000	21715.608679
0.100000	1.453843	90.279999	97.939995	22141.289026
0.100000	1.815996	90.519997	98.180000	22566.447326
0.100000	0.782091	90.680000	98.199997	23006.956632
0.100000	1.084295	90.860001	98.279999	23445.572142
0.100000	1.206582	90.839996	98.040001	23879.569345
0.100000	2.184900	90.860001	97.979996	24302.365014
0.100000	1.733818	91.320000	98.360001	24726.203250
0.100000	1.321215	91.799995	98.320000	25152.945356
0.100000	1.949229	92.079994	98.360001	25593.921365
0.100000	1.274261	92.279999	98.559998	26039.128978
0.100000	0.844707	92.239998	98.399994	26472.400953
0.100000	2.573533	92.299995	98.379997	26898.635207
0.100000	1.689840	92.279999	98.699997	27323.993829
0.100000	0.769857	92.479996	98.699997	27736.682195
0.100000	1.127780	92.540001	98.459999	28146.983166
0.100000	1.276756	92.479996	98.639999	28564.538582
0.100000	1.786891	92.540001	98.419998	29010.825918
0.100000	1.469560	92.479996	98.599998	29455.846685
0.100000	0.770730	92.599998	98.459999	29900.189669
0.100000	0.794140	92.479996	98.799995	30347.411575
0.100000	1.929756	92.839996	98.599998	30788.519239
0.100000	1.582499	92.899994	98.779999	31221.751635
0.100000	1.642389	92.839996	98.439995	31658.878993
0.100000	0.881289	92.899994	98.699997	32092.229308
0.100000	1.241003	93.239998	98.820000	32534.295650
0.100000	2.032775	93.239998	98.739998	32966.102661
0.100000	1.847186	93.239998	98.839996	33394.771443
0.100000	0.899359	93.119995	98.519997	33825.823261
0.100000	1.981876	93.119995	98.599998	34266.350557
0.100000	1.162133	93.119995	98.559998	34713.056621
0.100000	1.012437	93.119995	98.559998	35156.188440
0.100000	1.675037	93.279999	98.799995	35600.224952
0.100000	1.395447	93.139999	98.639999	36041.205364
0.100000	1.498350	93.139999	98.519997	36484.576219
0.100000	0.861398	93.320000	98.820000	36925.116152
0.100000	2.176385	93.139999	98.659996	37364.212723
0.100000	1.339409	93.459999	98.779999	37803.468817
0.100000	1.618701	93.199997	98.599998	38233.101565
0.100000	1.575775	93.199997	98.619995	38671.030778
0.100000	1.978426	93.199997	98.619995	39108.784537
0.100000	1.570850	93.199997	98.579994	39552.678978
0.100000	1.693007	93.459999	98.899994	39991.381781
0.100000	1.865450	93.500000	98.860001	40427.159101
0.100000	1.122293	93.500000	98.860001	40869.645497
0.100000	1.044598	93.500000	98.820000	41305.960250
0.100000	1.194937	93.439995	98.619995	41742.419104
0.100000	1.477058	93.500000	98.759995	42172.386605
