Learning Rate	Avg. Loss	Train Loss	Train Acc.	Test Loss	Test Acc.	Time	
0.100000	1.152376	2.262027	18.361666	2.260549	18.490000	92.773758	
0.100000	0.973726	2.199266	26.295000	2.196637	26.520000	188.873133	
0.100000	0.875323	2.116825	47.231667	2.112530	48.790001	286.625555	
0.100000	0.812526	2.019778	66.750000	2.013716	68.389999	381.627363	
0.100000	0.766471	1.904372	78.596664	1.896264	79.919998	476.243595	
0.100000	0.723727	1.775016	84.813332	1.765067	85.989998	568.365889	
0.100000	0.713383	1.642941	88.126663	1.631177	89.040001	659.740523	
0.100000	0.680007	1.506978	90.171669	1.493348	91.019997	749.749459	
0.100000	0.671513	1.374240	91.503334	1.358955	92.230003	839.417221	
0.100000	0.641367	1.242528	92.536667	1.225735	93.010002	929.371358	
